feature_name,original_value,encoded_value
locality,Batla House Jamia Nagar,429
locality,Sector 18 Sector 18A Dwarka,3172
locality,dwarka sector 12,4036
locality,Mandawali,2106
locality,Fatehpur Beri,1025
locality,Kamruddin Nagar,1610
locality,East Guru Angad Nagar,975
locality,Adarsh Nagar,73
locality,Rajouri Garden Extension,2875
locality,Block DU Uttari Pitampura,552
locality,Prashant Vihar Sector 14,2765
locality,Radhe Mohan Drive,2838
locality,Jahangirpuri,1412
locality,Jharoda Majra Burari,1472
locality,Sector C Vasant Kunj,3254
locality,Sector 8 Dwarka Block B,3244
locality,Basai Dara pur,418
locality,Tughlakabad,3696
locality,Shakti Nagar,3342
locality,Batla House Okhla,430
locality,Yamuna Vihar,3986
locality,Sagar Pur,3006
locality,Madhu Vihar,2018
locality,Block AP Poorvi Pitampura,546
locality,Lajpat Nagar Vinoba Puri,1924
locality,Block E Lajpat Nagar I,553
locality,Munirka Enclave,2307
locality,Central Market Lajpat Nagar II,646
locality,F Block Lajpat Nagar I,1021
locality,Sector 38 Rohini,3221
locality,Vinod Nagar North,3892
locality,Malka Ganj,2085
locality,Chattarpur Enclave,689
locality,Ramesh Nagar Road,2902
locality,Paryavaran Complex Main,2666
locality,IGNOU Road,1335
locality,D1C Block Lajwanti Garden,800
locality,Mangolpuri,2119
locality,Sector 37 Rohini,3220
locality,Gokalpur,1126
locality,Kailash Puri,1553
locality,New Kondli,2498
locality,Duggal Colony,945
locality,Sadulajab,3002
locality,Block H Lajpat Nagar I,556
locality,Karala,1647
locality,Paharganj,2600
locality,Jaitpur,1418
locality,Mundka,2302
locality,DDA Flats Kalkaji,801
locality,SFS Flats Saket,2979
locality,Tihar Village,3657
locality,Begumpur Road,444
locality,Kalyan Vihar,1588
locality,Sewa Nagar,3322
locality,GTB Enclave,1043
locality,Tilangpur Kotla,3664
locality,Suraj Vihar,3547
locality,Gurgaon Delhi Expressway,1202
locality,Gagan Vihar,1050
locality,Babarpur,302
locality,East Patel Nagar,979
locality,Hargobind Enclave,1250
locality,Dayanand Vihar,842
locality,Saini Enclave,3024
locality,Vigyan Vihar,3858
locality,Residential Flat Malviya Nagar Extension,2945
locality,Sidharth Ext,3428
locality,Siddhartha Extension,3425
locality,BF Block,287
locality,48 Sector 22 Road,27
locality,Sector 35 Rohini,3216
locality,Mukhram Garden,2281
locality,Block SU Uttari Pitampura,561
locality,QU Block Uttari Pitampura,2806
locality,Indra Enclave,1361
locality,Dev Nagar,867
locality,Noida,2536
locality,Ramesh Nagar raja garden bali nagar,2903
locality,Paschim Vihar Block A 5,2670
locality,Ansari Nagar East,213
locality,Block I Lajpat Nagar II,557
locality,Vinod Nagar West,3893
locality,Narela,2405
locality,Madanpur Khadar Village,2004
locality,Mahipalpur Extention,2061
locality,South Patel Nagar,3484
locality,Panchshila Park South,2636
locality,Pocket 4 Sector C,2731
locality,GTB Nager,1045
locality,Anand Lok,171
locality,Diplomatic Enclave,912
locality,Sector 15A,3162
locality,Gupta Enclave,1201
locality,Greater Kailash N Block,1165
locality,Block D Kailash Colony,549
locality,Sheikh Sarai Village,3368
locality,Mayur Vihar Phase 2,2191
locality,Gazipur,1087
locality,Shahabad Mohammadpur,3328
locality,Mukherji Park,2280
locality,Budh Vihar,615
locality,Kotla Mubarakpur,1854
locality,Sector 4,3222
locality,Vaishali,3757
locality,Sector 5,3226
locality,Sector 6,3232
locality,Om Enclave Mithapur Extension,2572
locality,Ram Prastha Colony,2882
locality,Sector 9,3247
locality,Delhi,854
locality,Aya Nagar Bandh Road,265
locality,Westend,3967
locality,Jain Road,1417
locality,Sant Nagar East Of Kailash Road,3071
locality,Major Bhola Nath Colony,2072
locality,Anand Kunj,170
locality,60 Feet Road,34
locality,Sector B Pocket 8,3253
locality,Block UU Uttari Pitampura,562
locality,Madhu Vihar Delhi,2019
locality,Ratan Park,2925
locality,Bijwasan,538
locality,Sudarshan Park,3524
locality,Baljit Nagar,355
locality,Hari Enclave,1251
locality,Sabzi Mandi Old,2992
locality,Gharoli Dairy Farm,1097
locality,Anarkali Colony South Anarkali Colony,184
locality,Radhey Shyam Park,2840
locality,South Anarkali Anarkali Colony,3472
locality,best residency apartment delhi dwarka sector 19,4021
locality,Shakarpur Khas,3340
locality,Bawana,434
locality,Block C Lajpat Nagar I,547
locality,New Moti Nagar,2503
locality,Double Storey New Rajinder Nagar,939
locality,Shakarpur,3338
locality,Brijwasan,609
locality,Deenpur,845
locality,Rama Vihar,2884
locality,Vigyan Lok,3857
locality,Yojna Vihar,4006
locality,Jitar Nagar,1478
locality,South Anarkali Delhi,3473
locality,Naveen Kunj Society,2426
locality,Chattarpur Enclave Phase 2,690
locality,east delhi,4040
locality,Samay Pur,3047
locality,Jagat Ram Park,1406
locality,Delhi Metropolitan Area Bhawani Kunj,858
locality,Prakash Mohalla,2761
locality,West Vinod Nagar,3966
locality,Sector 26 Dwarka,3205
locality,Dwarka More,959
locality,East Kidwai Nagar,976
locality,Razapur Khurd,2933
locality,West Patel Nagar Road,3961
locality,Ismailpur,1372
locality,Chand Nagar,662
locality,Govindpura,1154
locality,Vivek Vihar Phase I,3921
locality,Vivek Vihar Phase II Delhi,3922
locality,Gadaipur Bandh Road,1048
locality,Vikram Nagar,3874
locality,Phase 2 Chattarpur Enclave,2706
locality,Azadpur,276
locality,Delhi Meerut Expressway,857
locality,Nangloi,2384
locality,S D A New,2971
locality,Old Delhi,2558
locality,Punjabi Bagh Bhagwan Das Nagar,2788
locality,Ratan Park Delhi,2926
locality,Block WZ Basai Dara pur,563
locality,Mansarovar garden,2142
locality,Sector 16 Dwarka,3164
locality,Ansal Satbari,212
locality,Dwarka Sec6 Market,962
locality,Nasirpur,2418
locality,Sector 10 Rohini,3143
locality,Anand Parbat,176
locality,Chilla Sarda Bangar Chilla Sarda Bangar Village,734
locality,Trilokpuri,3692
locality,Chanakya Puri,659
locality,Sector 21 Dwarka,3186
locality,New Ashok Nagar Block E,2486
locality,Tagore Garden,3571
locality,Lodhi Road,1961
locality,Block DP Poorvi Pitampura,551
locality,Block MP Poorvi Pitampura,558
locality,Mahavir Enclave Bengali Colony,2050
locality,Pitampura Block NP,2724
locality,Rama Park Block B,2883
locality,Saidabad,3020
locality,Sector 7 Rohini,3240
locality,Kabool Nagar,1532
locality,Shahabad Daulatpur Village,3327
locality,New Rajinder Nagar,2508
locality,Ibrahimpur,1345
locality,Prem Nagar,2769
locality,B K Dutt Colony,281
locality,Prashant Vihar,2764
locality,Kailash Enclave Harsh Vihar,1551
locality,Civil Lines,775
locality,Sherpur,3376
locality,Dr Mukherjee Nagar West Bhai Parmanand Colony,940
locality,Block QP Poorvi Pitampura,559
locality,Pitampura KP Block,2725
locality,Naraina Vihar,2388
locality,Naraina Village,2389
locality,CP Block Road,635
locality,Mandoli,2109
locality,Khera Khurd,1742
locality,Pant Nagar,2646
locality,dwarka sector 19,4038
locality,Bharthal,500
locality,Chandan Hola,663
locality,Ram Datt Enclave,2880
locality,Uttam Nagar Vani Vihar,3735
locality,GTB Nagar,1044
locality,Nirankari Colony,2529
locality,Vani Vihar New Uttam Nagar,3775
locality,Burari Kamal Vihar,621
locality,Colonelganj,783
locality,Mukundpur,2284
locality,Baljeet Nagar,354
locality,Model Town Phase3,2244
locality,Loni,1970
locality,param puri,4111
locality,Uttam Nagar Subhash Park Extn,3734
locality,Sadar Bazaar,2995
locality,Vinod Nagar East,3891
locality,Gold Valley,1131
locality,Sector 24 Rohini,3202
locality,Shanti Mohalla,3354
locality,Uttam Nagar East,3733
locality,Club Road Flyover,778
locality,Sector17 Rohini,3286
locality,Mandi,2107
locality,Kalkaji Main,1574
locality,West Sagarpur,3962
locality,Ashok Vihar Phase-1,237
locality,Dilshad Colony,909
locality,Karawal Nagar,1652
locality,Govindpuri Extension,1156
locality,Chhajjupur,710
locality,Sarai Rohilla,3087
locality,Okhla Industrial Area,2554
locality,New Rohtak Road Karol Bagh,2510
locality,Shakarpur Extension,3339
locality,Chandni Chowk,677
locality,Begampur Park,439
locality,Mahavir Enclave Part 2,2051
locality,Krishan Vihar,1867
locality,Siraspur,3446
locality,Mithapur,2239
locality,Kishangarh Village New Delhi,1764
locality,Shaheen Bagh Jasola Vihar,3331
locality,Block C4F,548
locality,Vikram Vihar Lajpat Nagar IV,3876
locality,Avantika Sector 1,261
locality,Model Town Phase-1,2243
locality,jangpura bhogal,4059
locality,Satyawati nagar,3129
locality,Shivalik Colony,3402
locality,Qutub Vihar,2811
locality,Subzi Mandi,3522
locality,Laxmi Bai Nagar,1945
locality,Laxmi Vihar,1949
locality,Kishangarh Gaushala Marg,1762
locality,Delhi Gymkhana Club,856
locality,Bharat Vihar,495
locality,Sector 34 Rohini,3215
locality,Serilingampally,3316
locality,Sri Nagar Colony,3490
locality,Shaikpet,3337
locality,Nanakramguda,2374
locality,Kondapur,1814
locality,manneguda,4094
locality,Manikonda,2120
locality,Jubilee Hills,1497
locality,Gajularamaram,1053
locality,Narsingi,2416
locality,Begumpet,440
locality,Kukatpally,1882
locality,LB Nagar,1914
locality,Banjara Hills,394
locality,Nallagandla Gachibowli,2367
locality,Trimalgherry,3693
locality,Meerpet,2205
locality,Gachibowli,1046
locality,AS Rao Nagar,54
locality,Nizampet,2532
locality,Kapra,1644
locality,Puppalaguda,2791
locality,Chandanagar,665
locality,Aminpur,160
locality,Hitech City,1299
locality,Madhapur,2011
locality,Mehdipatnam,2208
locality,Hyderabad Shah Guda,1331
locality,Moosapet,2259
locality,Syed Ali Guda,3561
locality,Kothapet,1847
locality,Rani Gunj,2913
locality,Suraram,3551
locality,Hafeezpet,1228
locality,Sanath Nagar,3056
locality,Pocharam,2728
locality,Old Bowenpally,2557
locality,Attapur,246
locality,Abids,59
locality,Nagaram Hyderabad South,2340
locality,Miyapur,2240
locality,West Marredpally,3959
locality,Bandlaguda Jagir,377
locality,Saroornagar,3106
locality,Dilsukh Nagar,911
locality,Alwal,126
locality,BHEL,288
locality,Amberpet,148
locality,Quthbullapur,2809
locality,Bapu Nagar,407
locality,Adibatla,81
locality,Toli Chowki,3681
locality,Nagole,2353
locality,Shamshabad,3349
locality,Mettuguda,2216
locality,Medchal,2199
locality,Old Malakpet,2560
locality,Boduppal,570
locality,Vijaya Nagar Colony,3866
locality,Jagadgiri Gutta,1404
locality,Rasoolpura,2923
locality,Narapally,2392
locality,Yapral,3987
locality,Khajaguda Nanakramguda Road,1720
locality,Yousufguda,4007
locality,B N reddy nagar,282
locality,Gandipet,1064
locality,Mahendra Hills,2054
locality,Masab Tank,2177
locality,Qutub Shahi Tombs,2810
locality,Bolarum,574
locality,Kothaguda,1845
locality,Chinthal Basthi,750
locality,Kokapet,1790
locality,Saroor Nagar,3105
locality,Ameerpet,157
locality,Erragadda,1017
locality,Shanthi Nagar,3353
locality,BalajiNagar,342
locality,Punjagutta,2789
locality,Narayanguda,2402
locality,Gowlidody,1158
locality,Borabanda,592
locality,Patancheru,2674
locality,raidurgam,4117
locality,Osman Nagar,2580
locality,Raghavendra Colony Manikonda,2843
locality,Neknampur,2463
locality,Bollaram Industrial Area,577
locality,Bahadurpally,328
locality,Lakdikapul,1925
locality,Shilpa Hills,3385
locality,Kanchan Bagh,1619
locality,Pragathi Nagar Kukatpally,2755
locality,Botiguda,603
locality,Ramachandra Puram,2886
locality,Upparpally,3722
locality,Badesahebguda,314
locality,Bowenpally,605
locality,Appa Junction Peerancheru,220
locality,Himayat Nagar,1290
locality,Chintalmet,748
locality,Bachupally,307
locality,Hyder Nagar,1330
locality,Indramma Nagar,1362
locality,Cherlapalli,705
locality,Gopanpally,1142
locality,Tellapur,3603
locality,Adikmet,82
locality,Asif Nagar,244
locality,Sanjeeva Reddy Nagar,3066
locality,Kachiguda,1535
locality,Nallakunta,2369
locality,Officers Colony,2550
locality,Uppal Kalan,3721
locality,Habsiguda,1225
locality,Somajiguda,3462
locality,Vanasthalipuram,3770
locality,Uppal,3719
locality,Hyderguda,1332
locality,Balakampet,343
locality,Yellareddy Guda,3997
locality,Nacharam,2333
locality,Tarnaka,3591
locality,Balkampet,356
locality,Ramanthapur,2892
locality,Padmarao Nagar,2596
locality,Jawahar nagar,1453
locality,Koti,1851
locality,East Marredpally,978
locality,Moosarambagh Road,2260
locality,Kavadiguda,1697
locality,Malakpet,2079
locality,Karwan,1666
locality,Sainikpuri,3027
locality,Karkhana,1656
locality,Friends Colony Hyderabad,1037
locality,Prayathi Nagar,2767
locality,Medinaguda,2200
locality,Jagruthi Colony Raghavendra Colony,1411
locality,Telecom Nagar,3600
locality,KTR Colony Road Number 2,1530
locality,KTR Colony Hyderabad,1529
locality,Gajilaramavaram,1052
locality,sriram nagar kondapur,4130
locality,Anjaiah Nagar,197
locality,Malkajgiri,2086
locality,Ayyappa Society,272
locality,Madhavapuri Hills PJR Layout,2015
locality,PJR Nagar,2589
locality,Malaysian Township Hyderabad,2081
locality,Kompally,1805
locality,Rein Bazaar,2939
locality,Gurram Guda,1203
locality,Kushaiguda,1905
locality,Santoshnagar,3082
locality,Suchitra,3523
locality,Chinthal,749
locality,Moula Ali,2269
locality,Salarjung Colony,3037
locality,Jai Bharat Nagar,1413
locality,financial District,4044
locality,Gaddi Annaram,1049
locality,Deepthisri Nagar,848
locality,Hayathnagar,1269
locality,Gowlipura,1159
locality,Alkapur,118
locality,Jai Suryapatnam,1415
locality,Gandi Maisamma,1063
locality,SR Nagar,2986
locality,A C Guards,47
locality,Hakimpet,1230
locality,Tatianaram,3595
locality,Banjara Hills Road Number 10,396
locality,7 Tombs Road,38
locality,Kismatpur,1765
locality,Lingampally,1954
locality,Edi Bazaar,988
locality,Ramnas Pura,2908
locality,Patel Guda,2676
locality,Begumpet Road,442
locality,Rambagh Colony,2897
locality,Raja Rajeswari Nagar,2858
locality,Chengicherla,702
locality,Kousalya Colony Road,1858
locality,Telecom Nagar Extension,3601
locality,Kamalaprasad Nagar,1595
locality,Buddha Nagar,613
locality,Madaram,2005
locality,Nampally,2372
locality,Madhapur Ayyappa Society,2012
locality,Falaknuma,1023
locality,Khairatabad Road,1719
locality,Venkataramana Colony,3835
locality,Botanical Garden Road Kondapur,602
locality,Gundlapochampalli,1194
locality,Chanchalguda,661
locality,Venkatagiri,3833
locality,Balanagar,344
locality,Chaitanya Enclave,650
locality,Skandagiri,3453
locality,Rajapur,2862
locality,Military Dairy Farm Road,2226
locality,Kartik Enclave New Bowenpally,1660
locality,Pocharam South Hyderabad,2730
locality,New Bowenpally X Road,2489
locality,Gopanapalli,1141
locality,Gajulramaram Kukatpally,1054
locality,Vediri Township,3812
locality,Jillelguda,1477
locality,Rajendra Nagar,2869
locality,Jeedimetla,1468
locality,Karmanghat,1657
locality,Ghatkesar,1098
locality,Khajiguda,1721
locality,Gopal Reddy Nagar,1137
locality,Zamistanpur,4010
locality,Sri Venkateshwara Colony,3493
locality,ISB Ring Road,1339
locality,Chitrapuri Colony,755
locality,Pasha Colony,2671
locality,vivekananda Nagar,4141
locality,Baghdad Nagar,324
locality,Gopalnagar Society,1140
locality,Vinayak Nagar Colony Hyderabad,3888
locality,Mallapur,2088
locality,Bowrampet,606
locality,MLA Colony Road Number 12,1988
locality,HS Darga Hyderabad,1219
locality,Czech Colony Hyderabad,797
locality,Kowkur,1863
locality,Domalguda,929
locality,Golden Heights Road,1132
locality,Komatikunta,1803
locality,Aparna Hill Park,218
locality,Sathya Colony,3124
locality,Khizra Enclave,1747
locality,kondapur jankshan,4080
locality,100 Feet Road,3
locality,Balram Nagar,364
locality,Madhava Hills Estates,2014
locality,Galaxy,1055
locality,Bagath Singh Nagar Phase 2,321
locality,Phase VI LIG Flats,2707
locality,Balaji Colony,339
locality,Vikrant Residency,3877
locality,Srinivasa Nagar Colony Hyderabad,3498
locality,Kollur,1798
locality,Mansoorabad,2144
locality,Boiguda,571
locality,BK Guda Road,291
locality,New Hafeezpet Hyderabad,2496
locality,Ameenpur Plots,155
locality,Zaheerabad,4009
locality,Jam Bagh,1430
locality,Hanamkonda,1238
locality,Upperpally,3724
locality,Road No7 NIN Colony,2955
locality,Weaker Section Colony,3954
locality,Pragathi Nagar Main,2756
locality,Nawab Saheb Kunta,2434
locality,Neeladri Nagar,2450
locality,Trimulgherry,3694
locality,3rd Phase KPHB,25
locality,Banjara Hills Main Road,395
locality,kukatpally housing board,4083
locality,Alluri Seetaramaraju Nagar,121
locality,Nagaram,2339
locality,Chintalakunta,747
locality,Saptagiri Colony,3086
locality,Venkatadri Colony,3831
locality,New Mallepally,2501
locality,Medak,2197
locality,6th Phase KPHB,35
locality,VIP Hills,3745
locality,Hitex,1300
locality,Mallampet,2087
locality,Avanti Nagar,260
locality,Tolichowki Road,3682
locality,9th Phase Road,46
locality,Thumkunta,3653
locality,Sri Durga Colony,3486
locality,Sri Sai Nagar,3492
locality,Puppalguda,2792
locality,Methodist Colony,2211
locality,Begumpet Main Road,441
locality,Uma Nagar,3713
locality,Ameerpet Road,158
locality,Banjara Hills Road Number 12,397
locality,Kundan Bagh Road,1896
locality,Warasiguda,3948
locality,Toopran,3685
locality,Allwyn Colony,122
locality,Neredmet X Road Vayupuri Sainikpuri X Road,2477
locality,Kistareddypet,1768
locality,Balapur,345
locality,Bairagiguda,332
locality,Whisper Valley,3973
locality,Rampally,2909
locality,Nalanda Nagar Srimallenagar Colony,2363
locality,Raja Rajeshwara Nagar,2856
locality,Deen Dayal Nagar,844
locality,Mayuri Nagar,2193
locality,Deluxe Colony,859
locality,Peeramcheru,2693
locality,Auto Nagar,256
locality,Alkapur township,119
locality,Vengalarao Nagar,3827
locality,Old Nallakunta,2562
locality,Beeramguda,438
locality,Laxmiguda,1950
locality,Yamnampet,3984
locality,Rudraram,2967
locality,muthangi,4100
locality,Neredmet,2475
locality,Mettakanigudem,2215
locality,Aziz Bagh Colony,278
locality,Bahadurpura,329
locality,Sun City,3537
locality,Badangpet,311
locality,Safilguda,3005
locality,Kompally Road,1806
locality,Venkat Nagar Colony,3830
locality,Gunrock Enclave,1199
locality,Gandhinagar,1062
locality,Jubille Hills Road,1498
locality,Bhagyanagar Colony Kukatpally,484
locality,Shadnagar,3326
locality,Kondapur Police Colony Road,1815
locality,Bapu Bagh Colony Road,406
locality,Pragathi Nagar,2754
locality,Saraswathi Colony,3089
locality,Rail Vihar,2849
locality,Rajiv Gandhi Nagar Colony,2872
locality,Krishna Reddy Pet,1870
locality,Moinabad,2254
locality,Kondakal,1813
locality,Neredmet Sainikpur X Road,2476
locality,Golconda Qila,1130
locality,Shivam Road  Amberpet,3403
locality,Dammaiguda,823
locality,Appa Junction,219
locality,Navodaya Colony,2429
locality,Green Hills Road,1170
locality,East Anand Bagh,970
locality,Anjaneya Nagar,201
locality,Mahadevpur Colony,2035
locality,Vijay Nagar Colony Road,3862
locality,P Janardhan Reddy Nagar,2584
locality,Chinthal Quthbullapur,751
locality,CBCID Colony,631
locality,Talab Katta,3575
locality,Almasguda,123
locality,Tirumalgiri,3672
locality,Langer House,1939
locality,Dharam Karam Road Ameerpet,891
locality,Road No 10 Banjara Hills,2954
locality,chandrayangutta,4027
locality,Ameenpur Village Patancheru,156
locality,Azamabad,277
locality,Babamma Colony,301
locality,Pragati Nagar,2757
locality,Siddhi Vinayak Nagar,3426
locality,Bhagath Singh Nagar,482
locality,Ravindra Nagar Colony,2928
locality,Kismatpur Road,1766
locality,Kurmaguda,1903
locality,Madinaguda,2022
locality,Champapet,657
locality,TurkaYamjal,3703
locality,Gowdavalli,1157
locality,Venkatraya Nagar,3838
locality,Krishna Nagar Colony,1869
locality,Gouri Shankar Nagar Colony,1151
locality,Nallagandla Road,2368
locality,Gayatri Nagar Borabanda,1086
locality,Korremula Road,1841
locality,Patancheru Mandal,2675
locality,Pathar Gatti,2678
locality,Bollaram,576
locality,Hafiz Baba Nagar,1229
locality,Thorrur Village,3649
locality,Jalapalli,1427
locality,Alair,113
locality,Jayanagar New Bowenpally,1464
locality,Chaitanyapuri Colony,651
locality,BHEL Vidyut Nagar,290
locality,Maheshwaram,2056
locality,Sadashivpet,2998
locality,Shalivahana Nagar,3347
locality,Mokila,2255
locality,Laxmi Nagar Colony,1947
locality,Kanajiguda,1612
locality,Munganoor,2305
locality,Nadergul,2334
locality,Gatkeshwar,1082
locality,Janachaitanya Colony,1439
locality,NFC Nagar,2323
locality,Raviryal,2929
locality,Hussaini Alam,1327
locality,Devatabowli,872
locality,Nallagandla Fly over,2366
locality,Chandanagar Vill,666
locality,Mahbubnagar,2053
locality,Happy Homes Colony,1246
locality,Migh Colony,2224
locality,Asif Nagar North,245
locality,Rakshapuram,2879
locality,Huda Colony,1318
locality,KPHB Phase 2,1526
locality,Ramachandrapuram,2887
locality,Ferozguda,1027
locality,Uppal Bus Stop Road,3720
locality,Sri Krishna Nagar,3489
locality,Sitaphalmandi,3449
locality,Panchavati Colony,2632
locality,Golconda Fort,1129
locality,Masjid Banda,2178
locality,Bachupally Road,308
locality,Neeraj Colony,2456
locality,Dabeerpura,809
locality,Gachibowli Miyapur Road,1047
locality,Ramgopalpet,2905
locality,Bongloor,585
locality,NEW MALAKPET,2322
locality,BHEL OLD MIG,289
locality,HMT Swarnapuri Colony Hyderabad,1216
locality,K P H B 9 Phase,1516
locality,Secunderabad Railway Station Road,3303
locality,Peerzadiguda,2694
locality,Hakimpet Hyderabad Karimnagar Highway,1231
locality,Sangareddy,3062
locality,PJR Layout,2588
locality,Linghampally,1957
locality,Ahmedguda,95
locality,Q City Road,2805
locality,Jayanagar Colony,1462
locality,BegumpetBrahmanvadi Road,443
locality,Bachupaly Road Miyapur,309
locality,Korremula,1840
locality,Regimental Bazaar,2938
locality,Vinay Nagar,3886
locality,Humayunagar,1323
locality,Naveen Nagar,2427
locality,Mangalpally,2114
locality,Budvel,618
locality,Manikonda Road,2121
locality,Annojiguda,211
locality,Isnapur,1373
locality,Secretariat Colony,3136
locality,Pocharam Near Muthangi,2729
locality,KPHB,1525
locality,Sindhi Colony Road,3431
locality,Vattinagulapally,3807
locality,Manchirevula,2104
locality,Punjagutta Market,2790
locality,Umdanagar,3714
locality,Medipally,2201
locality,Chenna Reddy Nagar,703
locality,Gudimalkapur,1180
locality,Dwarakapuri,956
locality,Dundigal,953
locality,Ameenpur,154
locality,Hasmathpet,1261
locality,Kistamma Enclave,1767
locality,Tukaram Gate,3698
locality,Musheerabad Zamistanpur,2316
locality,silpa park,4125
locality,Srinivasa Colony,3496
locality,PJR Enclave Road,2587
locality,Venkatapuram Alwal Secundrabad,3834
locality,Sodepur,3458
locality,south dum dum,4129
locality,Sector 22,3193
locality,Lake Gardens,1926
locality,Dhapa,890
locality,Dum Dum,947
locality,Kankurgachi,1634
locality,Mukundapur,2283
locality,Joka,1491
locality,Jadavpur,1398
locality,Santoshpur,3083
locality,Jodhpur Park,1484
locality,Ganguly Bagan,1070
locality,Panihati,2643
locality,New Town,2514
locality,Rahara,2845
locality,Bansdroni,401
locality,Salt Lake City,3041
locality,Santragachi,3084
locality,Madhyamgram,2021
locality,Picnic Garden,2712
locality,Dankuni,826
locality,New Barrakpur,2488
locality,Sarsuna,3108
locality,Tollygunge,3683
locality,Kasba,1671
locality,Haltu,1236
locality,Uluberia,3711
locality,Baguihati,327
locality,Maniktala,2123
locality,Konnagar,1824
locality,Bhowanipore,523
locality,Kamalgazi,1596
locality,Kamdahari,1604
locality,Jagadishpur,1405
locality,Agarpara,91
locality,Thakurpukur,3613
locality,Beliaghata,461
locality,Madurdaha Hussainpur,2027
locality,Kaikhali,1548
locality,Gupta Colony,1200
locality,birati,4024
locality,Gariahat,1077
locality,Ward No 113,3949
locality,Shibpur,3378
locality,Howrah Railway Station,1316
locality,Behala,448
locality,New Alipore,2484
locality,Rajarhat,2863
locality,Ichhapur Defence Estate,1347
locality,Uttarpara Kotrung,3742
locality,Sector 25,3203
locality,Keshtopur,1715
locality,Nayabad,2437
locality,Garia,1076
locality,Bhawanipur,510
locality,Topsia,3687
locality,Howrah,1314
locality,Bramhapur,607
locality,Netaji Nagar,2482
locality,Regent Park,2937
locality,Tagore Park,3573
locality,Alipore,117
locality,kalikapura,4067
locality,Paschim Putiary,2668
locality,Baghajatin,323
locality,Patuli,2685
locality,VIP Nagar,3746
locality,Dunlop,954
locality,Tiljala,3666
locality,Barrackpore,416
locality,Chinar Park,736
locality,Lake Town,1928
locality,Kamardanga,1599
locality,East Kolkata Township,977
locality,sahakara nagar,4121
locality,Saha Para,3008
locality,Pancha Sayar,2630
locality,Narendrapur,2407
locality,Kalighat,1566
locality,Ballygunge,359
locality,Barasat,413
locality,Elgin,1005
locality,Hussainpur,1328
locality,Bhatpara,504
locality,Tangra,3588
locality,Kustia,1906
locality,Golf Green,1133
locality,Park Street Area,2658
locality,Airport,99
locality,Peenya,2691
locality,Dhakuria,879
locality,Bhatenda,503
locality,Barisha Purba Para Road,415
locality,Maheshtala,2055
locality,Sonarpur,3469
locality,Kalikapur,1567
locality,Baguiati,325
locality,Phool Bagan,2709
locality,Belghoria,460
locality,Ariadaha,228
locality,Dakshineswar,822
locality,Kamarhati on BT Road,1600
locality,Purba Putiary,2795
locality,Garfa,1074
locality,Ghosh Para,1114
locality,Entally,1014
locality,Ram Nagar,2881
locality,Liluah,1952
locality,Pansila,2645
locality,raghunathpur,4115
locality,Chingrighata Flyover,743
locality,Sector IV Salt Lake,3258
locality,deshbandhu nagar,4032
locality,Dum Dum Metro,949
locality,New Garia,2494
locality,Lake View Road,1930
locality,Shreebhumi,3413
locality,Chingrighata,742
locality,Prince Anwar Shah Rd,2772
locality,Parnashree,2660
locality,Radhanath Chowdhury Road,2837
locality,Nayabad Daspara,2438
locality,Convent Road,785
locality,Selimpur,3309
locality,Camac Street,639
locality,Parnasree Pally,2661
locality,Sector II - Salt Lake,3255
locality,Behala Thana,452
locality,Sealdah,3134
locality,Nager Bazar,2352
locality,Elliot Road,1008
locality,Bosepukur,600
locality,Nr Ballygunge circular road,2539
locality,Sunny Park,3546
locality,Elgin Road,1006
locality,Minto Park,2232
locality,Khidirpur,1744
locality,East Topsia,981
locality,Action Area I,64
locality,Jadavpur Central Road,1399
locality,Behala Sakher Bazar,451
locality,Bijoygarh,536
locality,Budge Budge,614
locality,Action Area I Newtown,65
locality,Picnic Garden Road,2713
locality,Southern Avenue,3485
locality,Rash Behari,2921
locality,Hindustan Park,1291
locality,Sulekha,3532
locality,Dasnagar,835
locality,Anandapur,180
locality,Dhakuria Station Road,880
locality,Golpark,1136
locality,Mudially,2274
locality,E M Bypass,966
locality,Baranagar,412
locality,Naktala,2360
locality,Naktala Road,2361
locality,Shyamnagar,3420
locality,Salkia,3040
locality,Noapara,2535
locality,Dum Dum Cantonment,948
locality,James Long Sarani Behala,1437
locality,Barisha,414
locality,Old Seemapuri,2567
locality,EM Bypass South East,967
locality,Bonhooghly on BT Road,586
locality,Dhadka,878
locality,Bangur avenue,393
locality,rajarhat newtown,4119
locality,Mahisbathan Kolkata,2062
locality,Survey Park,3552
locality,Kuldiha,1884
locality,Bijoygarh Sree Colony,537
locality,Ichlabad,1348
locality,Botanical Garden Area,601
locality,Kona Expressway,1808
locality,Park Circus,2655
locality,Kestopur,1716
locality,Bow Bazaar,604
locality,Lake Terrace Road,1927
locality,Dum Dum Park,950
locality,Kabardanga,1531
locality,Rishra,2950
locality,Ultadanga,3710
locality,Andul,194
locality,Behala Manton,450
locality,Behala Chowrasta,449
locality,Serampore,3315
locality,Kalyani,1590
locality,Hridaypur,1317
locality,Salap,3036
locality,Mourigram,2272
locality,M G ROAD Haridevpur,1975
locality,Selimpur Road,3310
locality,Baguiati Hela Battala,326
locality,Jagatdal,1407
locality,Baishali Park,333
locality,Ripon street,2949
locality,Dum Dum Road,951
locality,Sheoraphuli,3373
locality,Topsia Road,3688
